   95.88  100.00  110.44  110.99  100.00   36.62
   12
   26.20   28.12   21.09   31.03   28.12   10.05
   21.02   11.25    4.11   22.35   11.25    1.08
   31.82   28.12   16.51   37.05   28.12    7.43
   35.44   28.12    3.52   41.87   28.12    0.52
   14.22   11.25    3.05   16.38   11.25    0.68
   30.07   28.12    3.60   36.47   28.12    0.63
    9.88   11.25    5.36   12.03   11.25    1.90
    6.97   11.25    6.84    9.00   11.25    2.91
   18.30   28.12   27.60   22.07   28.12   15.53
    9.70   11.25   26.18   10.52   11.25   16.08
   25.42   28.12   39.23   29.05   28.12   21.88
   14.94   11.25   25.75   15.47   11.25   12.77
