  110.01  100.00   68.15   55.91  100.00   64.55
   17
   27.17   29.69   18.97   15.22   27.23   17.57
   23.98   19.95    6.01   12.13   15.22    5.13
   78.29   80.95   11.44   34.63   67.01    9.89
   34.03   43.17   25.55   13.36   37.31   18.50
   31.18   44.77   10.56   13.18   35.27    8.88
   41.27   22.66    7.02   19.35   12.38    6.02
   51.06   32.59   15.34   25.71   23.36   15.93
   40.35   44.45   43.91   18.25   34.84   36.68
   47.54   61.33    8.79   30.84   76.57   15.28
   19.23   12.35    5.13    5.78    4.58    3.70
   78.28   76.68   50.99   51.66   92.42   59.64
    55.86   43.78   12.24   29.22   31.52    9.97
   38.89   44.26    7.33   22.02   41.80    7.16
   49.64   59.35   42.71   31.01   67.08   44.50
   42.54   41.97   28.73   22.10   39.54   25.52
   65.17   59.08   52.41   28.24   41.29   39.34
   45.48   60.59   23.26   19.07   51.90   19.00
