   94.35  100.00  113.71  108.86  100.00   35.14
   12
   26.41   28.12   20.68   30.91   28.12   10.09
   21.48   11.25    5.61   22.30   11.25    1.10
   33.03   28.12   17.11   37.00   28.12    7.75
   37.22   28.12    5.56   41.68   28.12    0.30
   14.99   11.25    4.93   16.36   11.25    0.80
   31.52   28.12    5.70   36.47   28.12    0.63
   10.52   11.25    6.42   12.05   11.25    1.77
    7.50   11.25    7.95    9.01   11.25    3.01
   18.71   28.12   26.39   22.15   28.12   15.19
    9.64   11.25   23.46   10.49   11.25   16.27
   25.28   28.12   35.17   29.05   28.12   21.88
   14.60   11.25   22.42   15.39   11.25   12.96
