   75.43  100.00   52.89   95.70  100.00   90.51
   12
   22.59   28.12   18.26   27.30   28.12   25.32
   20.31   11.25    1.14   22.30   11.25    2.24
   29.41   28.12   10.28   33.51   28.12   14.95
   33.41   28.12    0.81   38.22   28.12    0.60
   13.07   11.25    0.31   15.13   11.25    0.98
   26.99   28.12    1.59   30.71   28.12    3.10
    8.94   11.25    1.58   10.68   11.25    2.92
    5.70   11.25    3.10    6.87   11.25    4.66
   16.91   28.12   20.81   21.36   28.12   30.26
    9.62   11.25   26.64   13.29   11.25   38.88
   20.06   28.12   31.06   25.74   28.12   42.55
   13.91   11.25   22.65   17.01   11.25   30.29
