  110.01  100.00   68.15  110.01  100.00   68.15
   17
   34.58   30.01   17.51   29.96   27.23   18.56
   33.62   20.23    3.54   30.53   19.92    5.34
   78.73   70.49    6.24   78.04   70.30    9.68
   19.04   30.40   21.58   18.74   30.47   19.36
   25.51   30.83    7.44   23.02   31.00    9.02
   53.51   25.20    4.64   55.20   25.85    6.42
   66.63   36.13   14.55   66.84   36.52   16.95
   28.52   30.88   39.06   28.53   30.88   39.06
   52.64   61.00    7.67   58.92   70.40   15.29
   24.06   13.52    5.40   15.29    7.83    3.94
   90.92   77.28   49.23  101.68   92.42   63.00
   76.94   45.68   10.39   76.94   45.68   10.39
   54.23   44.03    7.79   49.64   44.11    7.10
   56.14   60.13   50.33   52.03   60.02   46.98
   34.25   29.40   18.25   43.50   39.54   26.95
   63.13   45.27   36.44   57.16   44.33   41.87
   32.41   44.29   16.49   30.40   44.16   19.67
