   75.29  100.00   51.83   97.10  100.00   90.04
   12
   21.71   28.12   16.61   27.38   28.12   24.93
   20.24   11.25    1.41   22.25   11.25    2.25
   28.76   28.12    9.59   33.51   28.12   14.95
   33.52   28.12    0.78   38.29   28.12    0.86
   13.30   11.25    0.46   15.08   11.25    0.99
   26.81   28.12    1.92   30.66   28.12    2.84
    8.90   11.25    1.93   10.68   11.25    2.92
    5.42   11.25    3.20    6.92   11.25    4.65
   16.03   28.12   18.50   21.31   28.12   29.90
    7.88   11.25   20.16   13.18   11.25   38.62
   19.16   28.12   28.03   25.86   28.12   43.38
   13.05   11.25   19.95   16.94   11.25   30.32
