  110.01  100.00   68.15  160.22  100.00   90.29
   17
   24.86   19.91   13.80   43.63   27.23   24.59
   36.75   20.99    4.44   46.66   23.94    6.97
   81.06   60.53    9.84  115.85   72.93   11.71
   26.61   30.63   26.31   24.36   24.51   25.39
   29.05   30.44   10.21   31.90   27.21   11.43
   53.51   25.20    4.64   86.45   37.47    8.58
   75.16   37.99   13.57  103.21   47.91   22.62
   23.75   20.09   33.45   39.47   27.55   52.19
   62.77   60.80    7.30   83.77   64.82   19.02
   28.60   14.48    4.64   23.70   10.65    5.29
   80.16   61.13   39.52  148.08   92.42   83.47
   83.61   46.64    7.44  118.60   57.86   13.56
   60.56   44.09    5.90   73.75   45.97    8.76
   62.33   59.13   52.56   72.58   53.92   62.21
   36.97   30.10   20.36   63.35   39.54   35.71
   69.56   46.26   39.45   84.33   47.05   55.95
   36.27   43.52   20.07   41.12   37.36   25.48
