     95.1000   100.0000    109.120    113.800   100.0000    59.5200
   17
     98.3784   100.0000   102.8485    114.154   100.0000    59.3939
     26.4386    16.7747    7.23916    35.0719    21.1045    4.41127
     55.4301    54.6130    16.6172    69.3689    58.5167   10.21103
     23.5593    17.5193    8.90952    31.3942    21.7850    6.22652
     67.8421    66.9832    54.2477    79.9398    68.0473    31.8406
     50.5863    44.4654    13.2374    67.5930    51.1751    8.54328
     4.81867    4.89118    4.13408    6.35829    5.66798    3.35516
     4.15778    4.19682    11.2673    4.21264    4.12610    7.04073
     16.4038    16.2226    19.1171    23.3465    20.0857    13.5898
     3.56660    3.29471    2.13745    4.08677    3.47710    1.54188
     38.0251    34.7932    22.2083    45.2829    35.8251    12.8818
     30.6772    28.9622    21.2574    35.3138    28.7903    11.8886
     25.4863    29.2467    11.7943    27.9289    27.4667    7.24723
     15.3888    18.8146    9.72797    16.7345    17.5153    6.11049
     12.3911    11.0344    6.54899    15.2752    12.1344    4.46634
     59.3926    60.7618    22.5234    72.4330    63.1758    13.1630
     49.0303    40.2964    12.8596    64.7452    46.2446    7.96704
