-5 1
-4.9 1
-4.8 1
-4.7 1
-4.6 1
-4.5 1
-4.4 1
-4.3 1
-4.2 1
-4.1 1
-4 1
-3.9 1
-3.8 1
-3.7 1
-3.6 1
-3.5 1
-3.4 1
-3.3 1
-3.2 1
-3.1 1
-3 1
-2.9 1
-2.8 1
-2.7 1
-2.6 1
-2.5 1
-2.4 1
-2.3 1
-2.2 1
-2.1 1
-2 1
-1.9 1
-1.8 1
-1.7 1
-1.6 1
-1.5 1
-1.4 1
-1.3 1
-1.2 1
-1.1 1
-1 1
-0.899999999999999 1
-0.8 1
-0.7 1
-0.6 1
-0.5 1
-0.399999999999999 1
-0.3 1
-0.199999999999999 1
-0.0999999999999996 1
0 1
0.100000000000001 1
0.2 1
0.300000000000001 1
0.4 1
0.5 1
0.600000000000001 1
0.7 1
0.800000000000001 1
0.9 1
1 1
1.1 1
1.2 1
1.3 1
1.4 1
1.5 1
1.6 1
1.7 1
1.8 1
1.9 1
2 1
2.1 1
2.2 1
2.3 1
2.4 1
2.5 1
2.6 1
2.7 1
2.8 1
2.9 1
3 1
3.1 1
3.2 1
3.3 1
3.4 1
3.5 1
3.6 1
3.7 1
3.8 1
3.9 1
4 1
4.1 1
4.2 1
4.3 1
4.4 1
4.5 1
4.6 1
4.7 1
4.8 1
4.9 1
5 1
