-5 0
-4.9 0
-4.8 0
-4.7 0
-4.6 0
-4.5 0
-4.4 0
-4.3 0
-4.2 0
-4.1 0
-4 0
-3.9 0
-3.8 0
-3.7 0
-3.6 0
-3.5 0
-3.4 0
-3.3 0
-3.2 0
-3.1 0
-3 0
-2.9 0
-2.8 0
-2.7 0
-2.6 0
-2.5 0
-2.4 0
-2.3 0
-2.2 0
-2.1 0
-2 0
-1.9 0
-1.8 0
-1.7 0
-1.6 0
-1.5 0
-1.4 0
-1.3 0
-1.2 0
-1.1 0
-1 0
-0.899999999999999 0
-0.8 0
-0.7 0
-0.6 0
-0.5 0
-0.399999999999999 0
-0.3 0
-0.199999999999999 0
-0.0999999999999996 0
0 0
0.100000000000001 9.76562500000156e-14
0.2 3.12500000000004e-07
0.300000000000001 4.60503937330059e-05
0.4 0.000559016994374951
0.5 0.0025
0.600000000000001 0.0067860440414873
0.7 0.0138479574515269
0.800000000000001 0.0236435402250795
0.9 0.0358435582218444
1 0.05
1.1 0.0656516217243943
1.2 0.0823774486221033
1.3 0.099817731491033
1.4 0.117677344682513
1.5 0.135720880829745
1.6 0.153764561018069
1.7 0.171667561387897
1.8 0.189323950470732
1.9 0.206655691512206
2 0.223606797749979
2.1 0.240138562645542
2.2 0.256225724166006
2.3 0.271853409711058
2.4 0.287014718476428
2.5 0.301708816827258
2.6 0.315939442759262
2.7 0.329713734670777
2.8 0.343041316290783
2.9 0.355933583473558
3 0.368403149864039
3.1 0.380463417500569
3.2 0.392128245626439
3.3 0.403411696675643
3.4 0.41432784288278
3.5 0.424890620491968
3.6 0.435113721308272
3.7 0.445010513509558
3.8 0.454593985345391
3.9 0.463876706693392
4 0.472870804501588
4.1 0.481587948979404
4.2 0.490039348058441
4.3 0.498235748164625
4.4 0.506187439755281
4.5 0.513904266401098
4.6 0.521395636451877
4.7 0.528670536530576
4.8 0.535737546263493
4.9 0.542604853784322
5 0.549280271653059
